districtid,weekid,dose1,dose2 
GJ_Rajkot,5,1506,2348
GJ_Rajkot,6,185,3831
GJ_Rajkot,7,19911,4610
GJ_Rajkot,8,14222,1898
GJ_Rajkot,9,24048,1941
GJ_Rajkot,10,41545,788
GJ_Rajkot,11,58593,4448
GJ_Rajkot,12,47409,8935
GJ_Rajkot,13,13018,10833
GJ_Rajkot,14,8143,14097
GJ_Rajkot,15,19936,26269
GJ_Rajkot,16,46103,27673
GJ_Rajkot,17,41377,19864
GJ_Rajkot,18,28700,119
GJ_Rajkot,19,119974,378
GJ_Rajkot,20,86609,683
GJ_Rajkot,21,44466,10359
GJ_Rajkot,22,32289,8024
GJ_Rajkot,23,26981,27685
GJ_Rajkot,24,27291,23739
GJ_Rajkot,25,17638,15635
GJ_Rajkot,26,34393,20030
GJ_Rajkot,27,32025,15351
GJ_Rajkot,28,33340,26298
GJ_Rajkot,29,48549,30953
GJ_Rajkot,30,52120,20509
GJ_Sabarkantha,1,1403,0
GJ_Sabarkantha,2,4593,0
GJ_Sabarkantha,3,8770,0
GJ_Sabarkantha,4,7321,0
GJ_Sabarkantha,5,1269,2230
GJ_Sabarkantha,6,114,3580
GJ_Sabarkantha,7,30703,6242
GJ_Sabarkantha,8,14283,4374
GJ_Sabarkantha,9,24729,1264
GJ_Sabarkantha,10,36149,519
GJ_Sabarkantha,11,35122,12519
GJ_Sabarkantha,12,29532,12429
GJ_Sabarkantha,13,26573,10845
GJ_Sabarkantha,14,19391,16299
GJ_Sabarkantha,15,19938,15504
GJ_Sabarkantha,16,13173,13374
GJ_Sabarkantha,17,4909,8017
GJ_Sabarkantha,18,5167,843
GJ_Sabarkantha,19,14738,3746
GJ_Sabarkantha,20,19417,5646
GJ_Sabarkantha,21,33754,3200
GJ_Sabarkantha,22,33424,4822
GJ_Sabarkantha,23,65627,9289
GJ_Sabarkantha,24,24159,6262
GJ_Sabarkantha,25,12374,5281
GJ_Sabarkantha,26,19397,9105
GJ_Sabarkantha,27,24328,9867
GJ_Sabarkantha,28,28460,10617
GJ_Sabarkantha,29,73440,14653
GJ_Sabarkantha,30,67950,25159
GJ_Surat,1,4259,0
GJ_Surat,2,14030,0
GJ_Surat,3,17246,0
GJ_Surat,4,11088,0
GJ_Surat,5,4240,5579
GJ_Surat,6,602,8948
GJ_Surat,7,18144,11158
GJ_Surat,8,36711,5406
GJ_Surat,9,-48361,-16273
GJ_Surat,10,28664,866
GJ_Surat,11,357670,25859
GJ_Surat,12,173701,8914
GJ_Surat,13,65349,24805
GJ_Surat,14,41632,43815
GJ_Surat,15,39639,51634
GJ_Surat,16,50301,41847
GJ_Surat,17,48439,54990
GJ_Surat,18,32595,977
GJ_Surat,19,131279,9809
GJ_Surat,20,146473,7339
GJ_Surat,21,133599,19202
GJ_Surat,22,158767,18277
GJ_Surat,23,177460,73622
GJ_Surat,24,102040,81627
GJ_Surat,25,36686,28647
GJ_Surat,26,84132,56721
GJ_Surat,27,103344,55379
GJ_Surat,28,93285,42841
GJ_Surat,29,156210,74126
GJ_Surat,30,274640,46433
GJ_Surendranagar,1,1053,0
GJ_Surendranagar,2,3073,0
GJ_Surendranagar,3,3811,0
GJ_Surendranagar,4,6935,0
GJ_Surendranagar,5,487,950
GJ_Surendranagar,6,47,1603
GJ_Surendranagar,7,12621,2954
GJ_Surendranagar,8,15732,4361
GJ_Surendranagar,9,25762,1946
GJ_Surendranagar,10,33240,425
GJ_Surendranagar,11,12030,1832
GJ_Surendranagar,12,13922,2969
GJ_Surendranagar,13,6230,2398
GJ_Surendranagar,14,3164,4398
GJ_Surendranagar,15,5571,7075
GJ_Surendranagar,16,8746,9609
GJ_Surendranagar,17,6431,15008
GJ_Surendranagar,18,5439,516
GJ_Surendranagar,19,16362,3478
GJ_Surendranagar,20,20765,4702
GJ_Surendranagar,21,52164,6828
GJ_Surendranagar,22,55394,8364
GJ_Surendranagar,23,71296,10017
GJ_Surendranagar,24,44629,9456
GJ_Surendranagar,25,30153,4818
GJ_Surendranagar,26,40710,5468
GJ_Surendranagar,27,46026,6183
GJ_Surendranagar,28,41406,3818
GJ_Surendranagar,29,80350,7307
GJ_Surendranagar,30,90074,8088
GJ_Tapi,1,330,0
GJ_Tapi,2,3142,0
GJ_Tapi,3,3454,0
GJ_Tapi,4,3850,0
GJ_Tapi,5,477,735
GJ_Tapi,6,22,1981
GJ_Tapi,7,6787,2388
GJ_Tapi,8,5591,2540
GJ_Tapi,9,8920,605
GJ_Tapi,10,27046,248
GJ_Tapi,11,20302,932
GJ_Tapi,12,20441,392
GJ_Tapi,13,7094,1769
GJ_Tapi,14,5162,3984
GJ_Tapi,15,8076,4690
GJ_Tapi,16,7577,7308
GJ_Tapi,17,4423,5919
GJ_Tapi,18,2248,118
GJ_Tapi,19,11147,1253
GJ_Tapi,20,16359,1741
GJ_Tapi,21,25598,2178
GJ_Tapi,22,23551,5072
GJ_Tapi,23,27284,9904
GJ_Tapi,24,17620,7966
GJ_Tapi,25,10850,5507
GJ_Tapi,26,21856,7507
GJ_Tapi,27,16101,7457
GJ_Tapi,28,17018,6408
GJ_Tapi,29,20008,10425
GJ_Tapi,30,18219,8972
GJ_Vadodara,1,2202,0
GJ_Vadodara,2,7648,0
GJ_Vadodara,3,5250,0
GJ_Vadodara,4,4131,0
GJ_Vadodara,5,1749,2492
GJ_Vadodara,6,442,5973
GJ_Vadodara,7,24164,6523
GJ_Vadodara,8,23016,4007
GJ_Vadodara,9,28553,-682
GJ_Vadodara,10,47333,813
GJ_Vadodara,11,66525,11144
GJ_Vadodara,12,62343,16147
GJ_Vadodara,13,39003,19883
GJ_Vadodara,14,31195,25638
GJ_Vadodara,15,41931,33700
GJ_Vadodara,16,49876,28940
GJ_Vadodara,17,47064,23388
GJ_Vadodara,18,32479,84
GJ_Vadodara,19,133747,732
GJ_Vadodara,20,122355,1408
GJ_Vadodara,21,72501,2623
GJ_Vadodara,22,53226,4501
GJ_Vadodara,23,41666,36465
GJ_Vadodara,24,58549,33267
GJ_Vadodara,25,35043,20389
GJ_Vadodara,26,54711,35711
GJ_Vadodara,27,43439,37156
GJ_Vadodara,28,40659,42168
GJ_Vadodara,29,49512,34410
GJ_Vadodara,30,25596,23392
GJ_Valsad,1,1996,0
GJ_Valsad,2,3455,0
GJ_Valsad,3,5444,0
GJ_Valsad,4,9741,0
GJ_Valsad,5,2685,2370
GJ_Valsad,6,186,2352
GJ_Valsad,7,14227,4010
GJ_Valsad,8,10986,7215
GJ_Valsad,9,21292,3556
GJ_Valsad,10,49892,646
GJ_Valsad,11,39920,4992
GJ_Valsad,12,48203,6716
GJ_Valsad,13,24046,8035
GJ_Valsad,14,11709,18516
GJ_Valsad,15,11692,20057
GJ_Valsad,16,6410,17649
GJ_Valsad,17,6191,18033
GJ_Valsad,18,4348,3624
GJ_Valsad,19,11127,9020
GJ_Valsad,20,23381,4364
GJ_Valsad,21,41321,3460
GJ_Valsad,22,47447,3463
GJ_Valsad,23,65067,5424
GJ_Valsad,24,30913,15228
GJ_Valsad,25,20345,13492
GJ_Valsad,26,33400,21189
GJ_Valsad,27,34740,18139
GJ_Valsad,28,45029,19309
GJ_Valsad,29,53034,20546
GJ_Valsad,30,84420,17801
HP_Bilaspur,1,177,0
HP_Bilaspur,2,749,0
HP_Bilaspur,3,1451,0
HP_Bilaspur,4,1447,0
HP_Bilaspur,5,923,493
HP_Bilaspur,6,319,407
HP_Bilaspur,7,1436,1280
HP_Bilaspur,8,3939,880
HP_Bilaspur,9,8362,1017
HP_Bilaspur,10,7945,359
HP_Bilaspur,11,10450,135
HP_Bilaspur,12,20826,704
HP_Bilaspur,13,20413,1570
HP_Bilaspur,14,13826,4256
HP_Bilaspur,15,13691,6694
HP_Bilaspur,16,10876,9598
HP_Bilaspur,17,7516,7742
HP_Bilaspur,18,6158,48
HP_Bilaspur,19,3936,47
HP_Bilaspur,20,2798,16
HP_Bilaspur,21,1467,79
HP_Bilaspur,22,17800,399
HP_Bilaspur,23,45742,1427
HP_Bilaspur,24,17283,7656
HP_Bilaspur,25,1952,16488
HP_Bilaspur,26,6007,12550
HP_Bilaspur,27,12618,6226
HP_Bilaspur,28,10025,5897
HP_Bilaspur,29,10598,4864
HP_Bilaspur,30,29252,9252
HP_Chamba,1,385,0
HP_Chamba,2,1373,0
HP_Chamba,3,1973,0
HP_Chamba,4,1800,34
HP_Chamba,5,1309,659
HP_Chamba,6,377,695
HP_Chamba,7,756,1479
HP_Chamba,8,1622,1206
HP_Chamba,9,7061,1298
HP_Chamba,10,7132,497
HP_Chamba,11,10123,172
HP_Chamba,12,22290,559
HP_Chamba,13,16397,1805
HP_Chamba,14,10782,1833
HP_Chamba,15,12244,2908
HP_Chamba,16,8780,5991
HP_Chamba,17,5989,4790
HP_Chamba,18,8833,60
HP_Chamba,19,8706,42
HP_Chamba,20,8044,76
HP_Chamba,21,5211,156
HP_Chamba,22,15572,312
HP_Chamba,23,35809,2171
HP_Chamba,24,17919,8623
HP_Chamba,25,1059,11081
HP_Chamba,26,5165,6835
HP_Chamba,27,10855,5640
HP_Chamba,28,10750,5341
HP_Chamba,29,16132,4584
HP_Chamba,30,50567,13585
HP_Hamirpur,1,163,0
HP_Hamirpur,2,1175,0
HP_Hamirpur,3,2097,0
HP_Hamirpur,4,1391,51
HP_Hamirpur,5,1170,832
HP_Hamirpur,6,233,561
HP_Hamirpur,7,1756,1716
HP_Hamirpur,8,3540,757
HP_Hamirpur,9,5863,987
HP_Hamirpur,10,10375,503
HP_Hamirpur,11,22724,476
HP_Hamirpur,12,30452,1616
HP_Hamirpur,13,29792,3614
HP_Hamirpur,14,19435,2135
HP_Hamirpur,15,15842,4112
HP_Hamirpur,16,8968,9053
HP_Hamirpur,17,6972,8051
HP_Hamirpur,18,5598,17
HP_Hamirpur,19,4300,17
HP_Hamirpur,20,3924,23
HP_Hamirpur,21,2363,71
HP_Hamirpur,22,12642,160
HP_Hamirpur,23,45638,6194
HP_Hamirpur,24,19377,17615
HP_Hamirpur,25,2467,26162
HP_Hamirpur,26,7773,22557
HP_Hamirpur,27,16052,8749
HP_Hamirpur,28,14138,7135
HP_Hamirpur,29,15771,7426
HP_Hamirpur,30,46562,3870
HP_Kangra,1,1078,0
HP_Kangra,2,2668,0
HP_Kangra,3,5562,0
HP_Kangra,4,3535,0
HP_Kangra,5,3627,2534
HP_Kangra,6,1175,1124
HP_Kangra,7,3428,5121
HP_Kangra,8,7558,2891
HP_Kangra,9,14771,2510
HP_Kangra,10,18135,1060
HP_Kangra,11,39193,1216
HP_Kangra,12,60810,3202
HP_Kangra,13,59935,6069
HP_Kangra,14,51874,10757
HP_Kangra,15,48916,15605
HP_Kangra,16,34861,20466
HP_Kangra,17,20578,13891
HP_Kangra,18,30048,63
HP_Kangra,19,21971,57
HP_Kangra,20,20035,115
HP_Kangra,21,15629,419
HP_Kangra,22,42681,1038
HP_Kangra,23,135556,6039
HP_Kangra,24,90017,26990
HP_Kangra,25,11348,44556
HP_Kangra,26,14697,38744
HP_Kangra,27,50808,30800
HP_Kangra,28,52830,30439
HP_Kangra,29,68426,27799
HP_Kangra,30,130658,39013
HP_Kinnaur,1,97,0
HP_Kinnaur,2,432,0
HP_Kinnaur,3,252,0
HP_Kinnaur,4,1093,30
HP_Kinnaur,5,460,191
HP_Kinnaur,6,279,215
HP_Kinnaur,7,940,357
HP_Kinnaur,8,1415,741
HP_Kinnaur,9,1798,569
HP_Kinnaur,10,886,156
HP_Kinnaur,11,3248,-4
HP_Kinnaur,12,5644,112
HP_Kinnaur,13,3807,468
HP_Kinnaur,14,1011,604
HP_Kinnaur,15,2414,2777
HP_Kinnaur,16,642,683
HP_Kinnaur,17,903,1788
HP_Kinnaur,18,1012,2
HP_Kinnaur,19,1715,19
HP_Kinnaur,20,2065,29
HP_Kinnaur,21,1583,16
HP_Kinnaur,22,4107,89
HP_Kinnaur,23,32009,4
HP_Kinnaur,24,425,5266
HP_Kinnaur,25,612,4093
HP_Kinnaur,26,1482,1246
HP_Kinnaur,27,375,1453
HP_Kinnaur,28,504,946
HP_Kinnaur,29,438,480
HP_Kinnaur,30,2396,603
HP_Kullu,1,264,0
HP_Kullu,2,898,0
HP_Kullu,3,1715,0
HP_Kullu,4,2112,38
HP_Kullu,5,1130,562
HP_Kullu,6,394,406
HP_Kullu,7,1323,1817
HP_Kullu,8,1829,1311
HP_Kullu,9,5957,914
HP_Kullu,10,5896,493
HP_Kullu,11,9458,214
HP_Kullu,12,18030,549
HP_Kullu,13,21588,2115
HP_Kullu,14,11907,3374
HP_Kullu,15,12328,5665
HP_Kullu,16,7555,6901
HP_Kullu,17,4440,3874
HP_Kullu,18,6421,28
HP_Kullu,19,4964,12
HP_Kullu,20,3937,38
HP_Kullu,21,2408,57
HP_Kullu,22,13055,162
HP_Kullu,23,40780,1231
HP_Kullu,24,24222,6454
HP_Kullu,25,2428,16766
HP_Kullu,26,2182,8676
HP_Kullu,27,15236,8864
HP_Kullu,28,8715,4571
HP_Kullu,29,15131,4995
HP_Kullu,30,49335,7288
HP_Lahaul and Spiti,1,0,0
HP_Lahaul and Spiti,2,54,0
HP_Lahaul and Spiti,3,77,0
HP_Lahaul and Spiti,4,264,66
HP_Lahaul and Spiti,5,263,201
HP_Lahaul and Spiti,6,92,10
HP_Lahaul and Spiti,7,742,77
HP_Lahaul and Spiti,8,451,170
HP_Lahaul and Spiti,9,395,103
HP_Lahaul and Spiti,10,622,87
HP_Lahaul and Spiti,11,551,11
HP_Lahaul and Spiti,12,1856,9
HP_Lahaul and Spiti,13,2017,148
HP_Lahaul and Spiti,14,280,554
HP_Lahaul and Spiti,15,452,965
HP_Lahaul and Spiti,16,253,445
HP_Lahaul and Spiti,17,258,503
HP_Lahaul and Spiti,18,434,1
HP_Lahaul and Spiti,19,238,2
HP_Lahaul and Spiti,20,908,3
HP_Lahaul and Spiti,21,158,14
HP_Lahaul and Spiti,22,1737,17
HP_Lahaul and Spiti,23,7235,135
HP_Lahaul and Spiti,24,83,1949
HP_Lahaul and Spiti,25,94,1610
HP_Lahaul and Spiti,26,508,558
HP_Lahaul and Spiti,27,1324,346
HP_Lahaul and Spiti,28,882,155
HP_Lahaul and Spiti,29,621,204
HP_Lahaul and Spiti,30,4085,318
HP_Mandi,1,894,0
HP_Mandi,2,4003,0
HP_Mandi,3,3966,0
HP_Mandi,4,4584,173
HP_Mandi,5,1733,1531
HP_Mandi,6,681,2202
HP_Mandi,7,2773,4305
HP_Mandi,8,9405,3086
HP_Mandi,9,14574,2231
HP_Mandi,10,15751,791
HP_Mandi,11,27798,632
HP_Mandi,12,53040,2764
HP_Mandi,13,43904,4472
HP_Mandi,14,34975,9571
HP_Mandi,15,28516,13348
HP_Mandi,16,20944,16841
HP_Mandi,17,11267,11514
HP_Mandi,18,16369,22
HP_Mandi,19,10053,39
HP_Mandi,20,10034,78
HP_Mandi,21,5066,231
HP_Mandi,22,32080,821
HP_Mandi,23,81978,4704
HP_Mandi,24,55839,18835
HP_Mandi,25,5158,38562
HP_Mandi,26,9913,27396
HP_Mandi,27,37584,19727
HP_Mandi,28,29416,17108
HP_Mandi,29,25320,10117
HP_Mandi,30,90487,22616
HP_Shimla,1,592,0
HP_Shimla,2,2023,0
HP_Shimla,3,4193,0
HP_Shimla,4,5982,0
HP_Shimla,5,2693,1172
HP_Shimla,6,1394,1093
HP_Shimla,7,3716,3557
HP_Shimla,8,6553,3544
HP_Shimla,9,11768,3180
HP_Shimla,10,11666,1470
HP_Shimla,11,14593,894
HP_Shimla,12,39457,2127
HP_Shimla,13,36376,2656
HP_Shimla,14,26936,5791
HP_Shimla,15,30942,9139
HP_Shimla,16,16401,10291
HP_Shimla,17,9236,8553
HP_Shimla,18,13170,100
HP_Shimla,19,9261,49
HP_Shimla,20,14382,80
HP_Shimla,21,9185,167
HP_Shimla,22,25162,156
HP_Shimla,23,73788,3021
HP_Shimla,24,40688,17623
HP_Shimla,25,3501,31035
HP_Shimla,26,9427,25861
HP_Shimla,27,27416,18677
HP_Shimla,28,26345,14673
HP_Shimla,29,24110,9558
HP_Shimla,30,60715,14708
HP_Sirmaur,1,544,0
HP_Sirmaur,2,1550,0
HP_Sirmaur,3,1536,0
HP_Sirmaur,4,2099,0
HP_Sirmaur,5,1730,1094
HP_Sirmaur,6,254,1007
HP_Sirmaur,7,1384,1306
HP_Sirmaur,8,3485,1382
HP_Sirmaur,9,5164,1065
HP_Sirmaur,10,6198,494
HP_Sirmaur,11,4694,62
HP_Sirmaur,12,13223,1431
HP_Sirmaur,13,19092,2709
HP_Sirmaur,14,7692,2173
HP_Sirmaur,15,8689,3434
HP_Sirmaur,16,7106,4484
HP_Sirmaur,17,5199,3202
HP_Sirmaur,18,7223,26
HP_Sirmaur,19,8167,18
HP_Sirmaur,20,6979,46
HP_Sirmaur,21,4878,199
HP_Sirmaur,22,14183,9
HP_Sirmaur,23,38228,1233
HP_Sirmaur,24,20031,5201
HP_Sirmaur,25,3806,12431
HP_Sirmaur,26,5290,7141
HP_Sirmaur,27,20042,5845
HP_Sirmaur,28,17371,4777
HP_Sirmaur,29,19266,3730
HP_Sirmaur,30,72507,9857
HP_Solan,1,303,0
HP_Solan,2,1095,0
HP_Solan,3,2365,0
HP_Solan,4,1810,57
HP_Solan,5,937,650
HP_Solan,6,552,427
HP_Solan,7,1407,1983
HP_Solan,8,2470,1419
HP_Solan,9,3648,936
HP_Solan,10,5689,508
HP_Solan,11,7859,554
HP_Solan,12,20249,855
HP_Solan,13,27838,1275
HP_Solan,14,16694,2665
HP_Solan,15,18879,3851
HP_Solan,16,12381,4146
HP_Solan,17,7991,4035
HP_Solan,18,11388,58
HP_Solan,19,13813,38
HP_Solan,20,14470,33
HP_Solan,21,12376,134
HP_Solan,22,31387,348
HP_Solan,23,54454,2150
HP_Solan,24,38142,8798
HP_Solan,25,8540,22679
HP_Solan,26,10664,14953
HP_Solan,27,21912,11635
HP_Solan,28,18312,7987
HP_Solan,29,29386,8756
HP_Solan,30,166814,19907
HP_Una,1,697,0
HP_Una,2,1371,0
HP_Una,3,1361,0
HP_Una,4,1291,0
HP_Una,5,1851,1463
HP_Una,6,608,515
HP_Una,7,304,1532
HP_Una,8,3211,772
HP_Una,9,7359,1327
HP_Una,10,5921,525
HP_Una,11,20524,155
HP_Una,12,31000,728
HP_Una,13,25181,2019
HP_Una,14,15786,4555
HP_Una,15,14423,10007
HP_Una,16,8167,9633
HP_Una,17,4991,5072
HP_Una,18,10160,127
HP_Una,19,7770,41
HP_Una,20,5223,45
HP_Una,21,2576,241
HP_Una,22,16482,819
HP_Una,23,40144,3251
HP_Una,24,44009,10778
HP_Una,25,3973,24741
HP_Una,26,8721,15414
HP_Una,27,21657,9041
HP_Una,28,19097,7604
HP_Una,29,15752,5022
HP_Una,30,57192,11720
HR_Ambala,1,1101,0
HR_Ambala,2,3325,0
HR_Ambala,3,1155,0
HR_Ambala,4,3627,101
HR_Ambala,5,1408,1112
HR_Ambala,6,748,1842
HR_Ambala,7,2486,1015
HR_Ambala,8,11546,1980
HR_Ambala,9,33759,1332
HR_Ambala,10,30231,1169
HR_Ambala,11,43826,475
HR_Ambala,12,32888,1566
HR_Ambala,13,28828,17475
HR_Ambala,14,15662,18050
HR_Ambala,15,10255,7280
HR_Ambala,16,22953,12824
HR_Ambala,17,22884,16045
HR_Ambala,18,25419,5499
HR_Ambala,19,22674,3542
HR_Ambala,20,26577,2359
HR_Ambala,21,25483,4738
HR_Ambala,22,36101,10471
HR_Ambala,23,54125,20136
HR_Ambala,24,39562,25148
HR_Ambala,25,16296,16894
HR_Ambala,26,26477,17212
HR_Ambala,27,17613,12434
HR_Ambala,28,28641,18004
HR_Ambala,29,35127,18725
HR_Ambala,30,28038,19302
HR_Bhiwani,1,3249,0
HR_Bhiwani,2,995,0
HR_Bhiwani,3,191,0
HR_Bhiwani,4,2031,0
HR_Bhiwani,5,497,0
HR_Bhiwani,6,140,3348
HR_Bhiwani,7,795,191
HR_Bhiwani,8,2241,842
HR_Bhiwani,9,13915,462
HR_Bhiwani,10,16407,268
HR_Bhiwani,11,18381,-102
HR_Bhiwani,12,17865,774
HR_Bhiwani,13,31920,4228
HR_Bhiwani,14,10293,4779
HR_Bhiwani,15,7013,2700
HR_Bhiwani,16,12268,3632
HR_Bhiwani,17,18139,8017
HR_Bhiwani,18,16245,300
HR_Bhiwani,19,14128,567
HR_Bhiwani,20,9040,309
HR_Bhiwani,21,14408,422
HR_Bhiwani,22,17950,1868
HR_Bhiwani,23,37990,5757
HR_Bhiwani,24,23513,9478
HR_Bhiwani,25,10273,6237
HR_Bhiwani,26,22674,8783
HR_Bhiwani,27,8781,5637
HR_Bhiwani,28,29380,12436
HR_Bhiwani,29,35281,10492
HR_Bhiwani,30,25437,11629
HR_Charkhi Dadri,1,918,0
HR_Charkhi Dadri,2,1270,0
HR_Charkhi Dadri,3,113,0
HR_Charkhi Dadri,4,247,0
HR_Charkhi Dadri,5,192,147
HR_Charkhi Dadri,6,20,1291
HR_Charkhi Dadri,7,324,93
HR_Charkhi Dadri,8,331,325
HR_Charkhi Dadri,9,8207,254
HR_Charkhi Dadri,10,8170,80
HR_Charkhi Dadri,11,12702,836
HR_Charkhi Dadri,12,10298,126
HR_Charkhi Dadri,13,19320,1794
HR_Charkhi Dadri,14,9214,3217
HR_Charkhi Dadri,15,5853,2964
HR_Charkhi Dadri,16,9084,2986
HR_Charkhi Dadri,17,9942,7909
HR_Charkhi Dadri,18,14702,186
HR_Charkhi Dadri,19,10618,769
HR_Charkhi Dadri,20,9586,268
HR_Charkhi Dadri,21,10813,273
HR_Charkhi Dadri,22,13250,779
HR_Charkhi Dadri,23,41068,4062
HR_Charkhi Dadri,24,25959,8019
HR_Charkhi Dadri,25,7203,5445
HR_Charkhi Dadri,26,19099,9219
HR_Charkhi Dadri,27,8857,4503
HR_Charkhi Dadri,28,16980,9892
HR_Charkhi Dadri,29,20854,13694
HR_Charkhi Dadri,30,12606,9235
HR_Faridabad,1,2786,0
HR_Faridabad,2,4532,0
HR_Faridabad,3,1585,0
HR_Faridabad,4,11131,263
HR_Faridabad,5,1578,1800
HR_Faridabad,6,998,3008
HR_Faridabad,7,6197,1422
HR_Faridabad,8,13682,2552
HR_Faridabad,9,31671,5008
HR_Faridabad,10,29154,1726
HR_Faridabad,11,42406,2087
HR_Faridabad,12,55126,3841
HR_Faridabad,13,53561,7998
HR_Faridabad,14,28923,11778
HR_Faridabad,15,14544,7451
HR_Faridabad,16,37857,14161
HR_Faridabad,17,31985,21479
HR_Faridabad,18,31372,5893
HR_Faridabad,19,45723,4993
HR_Faridabad,20,43454,2715
HR_Faridabad,21,59715,4950
HR_Faridabad,22,64185,6775
HR_Faridabad,23,85408,14463
HR_Faridabad,24,66523,25198
HR_Faridabad,25,37460,18702
HR_Faridabad,26,42570,32219
HR_Faridabad,27,36240,19185
HR_Faridabad,28,49329,27966
HR_Faridabad,29,56528,30599
HR_Faridabad,30,52937,33111
HR_Fatehabad,1,1428,0
HR_Fatehabad,2,1295,0
HR_Fatehabad,3,184,0
HR_Fatehabad,4,1631,0
HR_Fatehabad,5,435,807
HR_Fatehabad,6,218,960
HR_Fatehabad,7,352,228
HR_Fatehabad,8,3623,752
HR_Fatehabad,9,11400,346
HR_Fatehabad,10,12231,279
HR_Fatehabad,11,11167,173
HR_Fatehabad,12,12315,417
HR_Fatehabad,13,15301,4086
HR_Fatehabad,14,8995,3637
HR_Fatehabad,15,7036,3350
HR_Fatehabad,16,9887,2702
HR_Fatehabad,17,11902,4278
HR_Fatehabad,18,10602,41
HR_Fatehabad,19,13258,222
HR_Fatehabad,20,10394,142
HR_Fatehabad,21,11683,439
HR_Fatehabad,22,14611,1692
HR_Fatehabad,23,28592,4691
HR_Fatehabad,24,25976,5664
HR_Fatehabad,25,12668,5223
HR_Fatehabad,26,14367,6060
HR_Fatehabad,27,7482,5579
HR_Fatehabad,28,23661,11748
HR_Fatehabad,29,20871,9295
HR_Fatehabad,30,22929,9582
HR_Gurugram,1,8629,0
HR_Gurugram,2,10651,0
HR_Gurugram,3,3145,0
HR_Gurugram,4,9535,0
HR_Gurugram,5,5195,1386
HR_Gurugram,6,2400,9478
HR_Gurugram,7,7947,1651
HR_Gurugram,8,17475,6743
HR_Gurugram,9,28414,5012
HR_Gurugram,10,34163,2552
HR_Gurugram,11,100660,2057
HR_Gurugram,12,69600,7163
HR_Gurugram,13,65655,16103
HR_Gurugram,14,39379,25330
HR_Gurugram,15,7365,10183
HR_Gurugram,16,33461,27003
HR_Gurugram,17,49476,32107
HR_Gurugram,18,53134,4305
HR_Gurugram,19,78559,5325
HR_Gurugram,20,112169,6132
HR_Gurugram,21,121129,10473
HR_Gurugram,22,86769,15886
HR_Gurugram,23,154202,22165
HR_Gurugram,24,116996,47801
HR_Gurugram,25,50470,33085
HR_Gurugram,26,46603,40995
HR_Gurugram,27,40340,40407
HR_Gurugram,28,60493,44066
HR_Gurugram,29,66814,48720
HR_Gurugram,30,63473,51534
HR_Hisar,1,1858,0
HR_Hisar,2,4053,0
HR_Hisar,3,501,0
HR_Hisar,4,2803,0
HR_Hisar,5,2920,2899
HR_Hisar,6,1024,2583
HR_Hisar,7,1438,735
HR_Hisar,8,1986,1032
HR_Hisar,9,22688,1482
HR_Hisar,10,12335,622
HR_Hisar,11,8856,257
HR_Hisar,12,15704,895
HR_Hisar,13,45442,2867
HR_Hisar,14,14866,3362
HR_Hisar,15,12630,4430
HR_Hisar,16,14174,3808
HR_Hisar,17,19010,3844
HR_Hisar,18,18542,152
HR_Hisar,19,14500,531
HR_Hisar,20,8204,807
HR_Hisar,21,15117,2398
HR_Hisar,22,27868,4490
HR_Hisar,23,48604,4471
HR_Hisar,24,37536,7974
HR_Hisar,25,11178,6901
HR_Hisar,26,23578,10871
HR_Hisar,27,11161,8000
HR_Hisar,28,29336,14851
HR_Hisar,29,37479,13587
HR_Hisar,30,35408,16406
HR_Jhajjar,1,676,0
HR_Jhajjar,2,1531,0
HR_Jhajjar,3,314,0
HR_Jhajjar,4,3118,0
HR_Jhajjar,5,769,622
HR_Jhajjar,6,277,1022
HR_Jhajjar,7,1062,299
HR_Jhajjar,8,2867,511
HR_Jhajjar,9,10445,638
HR_Jhajjar,10,14356,482
HR_Jhajjar,11,18583,774
HR_Jhajjar,12,22666,630
HR_Jhajjar,13,24617,7039
HR_Jhajjar,14,12114,5865
HR_Jhajjar,15,5463,3536
HR_Jhajjar,16,8901,5095
HR_Jhajjar,17,17508,8069
HR_Jhajjar,18,14036,1490
HR_Jhajjar,19,10417,877
HR_Jhajjar,20,11799,1291
HR_Jhajjar,21,15017,1249
HR_Jhajjar,22,15831,2306
HR_Jhajjar,23,39310,3201
HR_Jhajjar,24,28234,7812
HR_Jhajjar,25,7880,5619
HR_Jhajjar,26,14435,7920
HR_Jhajjar,27,11029,7763
HR_Jhajjar,28,26409,11509
HR_Jhajjar,29,25603,11438
HR_Jhajjar,30,24539,10756
HR_Jind,1,1328,0
HR_Jind,2,1934,0
HR_Jind,3,122,0
HR_Jind,4,1361,0
HR_Jind,5,327,164
HR_Jind,6,168,1835
HR_Jind,7,738,254
HR_Jind,8,979,233
HR_Jind,9,6588,622
HR_Jind,10,17474,462
HR_Jind,11,18033,566
HR_Jind,12,14423,395
HR_Jind,13,24173,539
HR_Jind,14,11584,1080
HR_Jind,15,5757,1595
HR_Jind,16,12902,3746
HR_Jind,17,16073,7116
HR_Jind,18,14945,138
HR_Jind,19,11539,590
HR_Jind,20,7831,212
HR_Jind,21,11301,1034
HR_Jind,22,12858,1700
HR_Jind,23,28827,4792
HR_Jind,24,15677,5351
HR_Jind,25,11570,5391
HR_Jind,26,16630,6392
